,名称,カテゴリ,住所,最寄り駅,築年数,構造,階数,賃料,管理費,敷金,礼金,間取り,専有面積,最寄り駅_抽出,歩行時間
3864,東京メトロ有楽町線 麹町駅 地下2地上9階建 築2年,賃貸マンション,東京都千代田区麹町３,東京メトロ有楽町線/麹町駅 歩3分,2,地下2地上9階建,7,350000,0,700000,350000,2LDK,55.68,東京メトロ有楽町線,歩3分
3873,東京メトロ有楽町線 麹町駅 地下1地上5階建 築47年,賃貸マンション,東京都千代田区四番町,東京メトロ有楽町線/麹町駅 歩5分,47,地下1地上5階建,3,350000,0,700000,350000,3LDK,71.75,東京メトロ有楽町線,歩5分
3882,クラッシィハウス大手町ザ・スイート,賃貸マンション,東京都千代田区内神田１,東京メトロ千代田線/大手町駅 歩5分,0,13階建,3,450000,27000,450000,450000,2LDK,56.7,東京メトロ千代田線,歩5分
3895,レ・ジェイドクロス千代田神保町,賃貸マンション,東京都千代田区西神田２,東京メトロ半蔵門線/神保町駅 歩5分,0,地下1地上14階建,7,210000,10000,210000,210000,1LDK,40.36,東京メトロ半蔵門線,歩5分
3960,レオーネ秋葉原,賃貸マンション,東京都千代田区東神田３,ＪＲ山手線/秋葉原駅 歩9分,2,11階建,4,121000,12000,121000,121000,ワンルーム,25.57,ＪＲ山手線,歩9分
3966,ミレニアムガーデンコート,賃貸マンション,東京都千代田区二番町,東京メトロ有楽町線/麹町駅 歩4分,24,地下4地上17階建,8,410000,10000,820000,0,2LDK,87.18,東京メトロ有楽町線,歩4分
3978,ウェリスタワー千代田岩本町,賃貸マンション,東京都千代田区岩本町１,東京メトロ日比谷線/小伝馬町駅 歩4分,11,23階建,2,150000,10000,150000,150000,1LDK,31.72,東京メトロ日比谷線,歩4分
3979,ウェリスタワー千代田岩本町,賃貸マンション,東京都千代田区岩本町１,東京メトロ日比谷線/小伝馬町駅 歩4分,11,23階建,2,170000,10000,170000,170000,1LDK,31.72,東京メトロ日比谷線,歩4分
3993,パレステュディオ御茶ノ水駿河台参番館,賃貸マンション,東京都千代田区神田錦町３,都営三田線/神保町駅 歩6分,22,10階建,8,300000,14900,300000,300000,2LDK,89.39,都営三田線,歩6分
3999,アルファグランデ千桜タワー,賃貸マンション,東京都千代田区神田東松下町,都営新宿線/岩本町駅 歩1分,6,25階建,23,318000,30000,318000,318000,2LDK,57.31,都営新宿線,歩1分
4017,平河町森タワーレジデンス,賃貸マンション,東京都千代田区平河町２,東京メトロ有楽町線/永田町駅 歩1分,15,地下2地上24階建,14,500000,30000,1000000,0,1LDK,77.68,東京メトロ有楽町線,歩1分
4018,平河町森タワーレジデンス,賃貸マンション,東京都千代田区平河町２,東京メトロ有楽町線/永田町駅 歩1分,15,地下2地上24階建,16,580000,0,2320000,0,1LDK,77.84,東京メトロ有楽町線,歩1分
4019,平河町森タワーレジデンス,賃貸マンション,東京都千代田区平河町２,東京メトロ有楽町線/永田町駅 歩1分,15,地下2地上24階建,14,1200000,30000,1200000,1200000,2LDK,131.74,東京メトロ有楽町線,歩1分
4021,平河町森タワーレジデンス,賃貸マンション,東京都千代田区平河町２,東京メトロ有楽町線/永田町駅 歩1分,15,地下2地上24階建,22,1600000,0,3200000,1600000,2LDK,157.19,東京メトロ有楽町線,歩1分
4041,Ｒ７９番館大手町,賃貸マンション,東京都千代田区内神田２,ＪＲ山手線/神田駅 歩5分,3,5階建,2,115000,7000,115000,0,1K,23.57,ＪＲ山手線,歩5分
4042,Ｒ７９番館大手町,賃貸マンション,東京都千代田区内神田２,ＪＲ山手線/神田駅 歩5分,3,5階建,4,194000,10000,194000,0,1LDK,40.17,ＪＲ山手線,歩5分
4047,オーキッドレジデンス千代田岩本町,賃貸マンション,東京都千代田区岩本町１,ＪＲ山手線/神田駅 歩7分,18,11階建,8,168000,10000,168000,0,1SLDK,40.21,ＪＲ山手線,歩7分
4050,ＣＯＮＯＥ一番町,賃貸マンション,東京都千代田区一番町,東京メトロ半蔵門線/半蔵門駅 歩4分,12,10階建,9,230000,0,460000,230000,1LDK,40.65,東京メトロ半蔵門線,歩4分
4059,ＪＲ山手線 神田駅 地下1地上13階建 築6年,賃貸マンション,東京都千代田区東神田１,ＪＲ山手線/神田駅 歩9分,6,地下1地上13階建,2,240000,12000,240000,240000,1LDK,54.71,ＪＲ山手線,歩9分
4080,ＧＲＥＥＮ　ＰＡＲＫ千代田淡路町,賃貸マンション,東京都千代田区神田多町２,東京メトロ丸ノ内線/淡路町駅 歩3分,12,11階建,2,183000,10000,366000,183000,1LDK,40.01,東京メトロ丸ノ内線,歩3分
4083,シュトラーレ四番町,賃貸マンション,東京都千代田区四番町,ＪＲ中央線/市ケ谷駅 歩4分,4,地下1地上4階建,1,228000,4400,0,228000,2DK,59.12,ＪＲ中央線,歩4分
4086,プレシス東神田,賃貸マンション,東京都千代田区東神田１,都営新宿線/岩本町駅 歩5分,12,13階建,5,145000,13000,145000,145000,1LDK,39.79,都営新宿線,歩5分
4092,ダイナシティ神保町,賃貸マンション,東京都千代田区神田神保町２,東京メトロ半蔵門線/神保町駅 歩3分,16,14階建,3,136000,3000,272000,136000,1LDK,32.3,東京メトロ半蔵門線,歩3分
4093,ダイナシティ神保町,賃貸マンション,東京都千代田区神田神保町２,東京メトロ半蔵門線/神保町駅 歩3分,16,14階建,11,133000,10000,266000,133000,1LDK,29.71,東京メトロ半蔵門線,歩3分
4107,東京メトロ有楽町線 市ケ谷駅 地下1地上18階建 築7年,賃貸マンション,東京都千代田区三番町,東京メトロ有楽町線/市ケ谷駅 歩4分,7,地下1地上18階建,8,298000,20000,298000,596000,1LDK,57.32,東京メトロ有楽町線,歩4分
4110,ＪＲ中央線 市ケ谷駅 地下1地上4階建 築4年,賃貸マンション,東京都千代田区四番町,ＪＲ中央線/市ケ谷駅 歩4分,4,地下1地上4階建,1,228000,4400,0,228000,1LDK,59.12,ＪＲ中央線,歩4分
4137,外神田フジハイツ,賃貸マンション,東京都千代田区外神田６,東京メトロ銀座線/末広町駅 歩3分,43,地下1地上7階建,2,175000,0,175000,175000,2LDK,52.81,東京メトロ銀座線,歩3分
4140,ＪＲ山手線 神田駅 14階建 築7年,賃貸マンション,東京都千代田区神田西福田町,ＪＲ山手線/神田駅 歩5分,7,14階建,12,180000,10000,180000,0,1LDK,40.13,ＪＲ山手線,歩5分
4141,ＪＲ山手線 神田駅 14階建 築7年,賃貸マンション,東京都千代田区神田西福田町,ＪＲ山手線/神田駅 歩5分,7,14階建,11,182000,10000,182000,0,1LDK,37.64,ＪＲ山手線,歩5分
4146,東京メトロ日比谷線 秋葉原駅 12階建 築11年,賃貸マンション,東京都千代田区神田和泉町,東京メトロ日比谷線/秋葉原駅 歩5分,11,12階建,3,168000,12000,336000,168000,1LDK,44.48,東京メトロ日比谷線,歩5分
4149,東京メトロ有楽町線 麹町駅 8階建 築44年,賃貸マンション,東京都千代田区麹町２,東京メトロ有楽町線/麹町駅 歩3分,44,8階建,3,180000,0,180000,180000,2LDK,51.18,東京メトロ有楽町線,歩3分
4152,パレロワイヤル六番町,賃貸マンション,東京都千代田区六番町,ＪＲ中央線/四ツ谷駅 歩4分,46,10階建,4,280000,30000,560000,280000,2LDK,67.26,ＪＲ中央線,歩4分
4155,東京メトロ銀座線 神田駅 10階建 築11年,賃貸マンション,東京都千代田区神田淡路町２,東京メトロ銀座線/神田駅 歩5分,11,10階建,10,180000,8000,180000,180000,1LDK,40.13,東京メトロ銀座線,歩5分
4158,ザ・パークハウス千代田麹町,賃貸マンション,東京都千代田区麹町６,東京メトロ丸ノ内線/四ツ谷駅 歩2分,7,地下1地上17階建,9,290000,0,290000,290000,1LDK,52.87,東京メトロ丸ノ内線,歩2分
4171,パークコート三番町ヒルトップレジデンス,賃貸マンション,東京都千代田区三番町,東京メトロ有楽町線/市ケ谷駅 歩4分,7,地下1地上18階建,17,670000,0,1340000,670000,2LDK,95.91,東京メトロ有楽町線,歩4分
4176,東京メトロ銀座線 末広町駅 14階建 築5年,賃貸マンション,東京都千代田区外神田４,東京メトロ銀座線/末広町駅 歩3分,5,14階建,3,188000,10000,188000,188000,1LDK,42.68,東京メトロ銀座線,歩3分
4180,ＪＲ総武線快速 馬喰町駅 13階建 築9年,賃貸マンション,東京都千代田区東神田１,ＪＲ総武線快速/馬喰町駅 歩2分,9,13階建,6,190000,10000,190000,190000,1LDK,40.21,ＪＲ総武線快速,歩2分
4185,飯田橋セントラルプラザ,賃貸マンション,東京都千代田区飯田橋４,ＪＲ中央線/飯田橋駅 歩1分,40,地下1地上14階建,6,230000,10000,460000,230000,3DK,61.42,ＪＲ中央線,歩1分
4186,飯田橋セントラルプラザ,賃貸マンション,東京都千代田区飯田橋４,ＪＲ中央線/飯田橋駅 歩1分,40,地下1地上14階建,13,250000,10000,250000,250000,3DK,61.42,ＪＲ中央線,歩1分
4187,飯田橋セントラルプラザ,賃貸マンション,東京都千代田区飯田橋４,ＪＲ中央線/飯田橋駅 歩1分,40,地下1地上14階建,14,290000,0,580000,290000,2LDK,72.75,ＪＲ中央線,歩1分
4194,都営新宿線 岩本町駅 地下1地上15階建 築20年,賃貸マンション,東京都千代田区岩本町２,都営新宿線/岩本町駅 歩4分,20,地下1地上15階建,4,82000,10000,82000,82000,1K,22.71,都営新宿線,歩4分
4200,チェスターハウス九段下,賃貸マンション,東京都千代田区飯田橋２,ＪＲ中央線/飯田橋駅 歩7分,20,9階建,4,175000,8000,175000,175000,1LDK,44.57,ＪＲ中央線,歩7分
4230,maison chaleur,賃貸マンション,東京都千代田区神田駿河台３,都営新宿線/小川町駅 歩5分,0,7階建,5,186000,0,186000,372000,1LDK,44.05,都営新宿線,歩5分
4231,maison chaleur,賃貸マンション,東京都千代田区神田駿河台３,都営新宿線/小川町駅 歩5分,0,7階建,7,191000,0,191000,382000,1LDK,44.05,都営新宿線,歩5分
4232,maison chaleur,賃貸マンション,東京都千代田区神田駿河台３,都営新宿線/小川町駅 歩5分,0,7階建,5,191000,0,191000,382000,1LDK,44.02,都営新宿線,歩5分
4233,maison chaleur,賃貸マンション,東京都千代田区神田駿河台３,都営新宿線/小川町駅 歩5分,0,7階建,7,196000,0,196000,392000,1LDK,44.02,都営新宿線,歩5分
4321,サンウッドフラッツ神田神保町,賃貸マンション,東京都千代田区神田神保町２,東京メトロ半蔵門線/神保町駅 歩2分,0,地下1地上14階建,11,168000,0,168000,168000,1DK,30.19,東京メトロ半蔵門線,歩2分
4323,サンウッドフラッツ神田神保町,賃貸マンション,東京都千代田区神田神保町２,東京メトロ半蔵門線/神保町駅 歩2分,0,地下1地上14階建,8,169000,12000,169000,169000,1LDK,30.86,東京メトロ半蔵門線,歩2分
4324,サンウッドフラッツ神田神保町,賃貸マンション,東京都千代田区神田神保町２,東京メトロ半蔵門線/神保町駅 歩2分,0,地下1地上14階建,9,175000,10000,175000,175000,1LDK,30.86,東京メトロ半蔵門線,歩2分
4325,サンウッドフラッツ神田神保町,賃貸マンション,東京都千代田区神田神保町２,東京メトロ半蔵門線/神保町駅 歩2分,0,地下1地上14階建,5,180000,10000,180000,180000,1LDK,34.89,東京メトロ半蔵門線,歩2分
4326,サンウッドフラッツ神田神保町,賃貸マンション,東京都千代田区神田神保町２,東京メトロ半蔵門線/神保町駅 歩2分,0,地下1地上14階建,12,185000,10000,185000,185000,1DK,30.19,東京メトロ半蔵門線,歩2分
4327,サンウッドフラッツ神田神保町,賃貸マンション,東京都千代田区神田神保町２,東京メトロ半蔵門線/神保町駅 歩2分,0,地下1地上14階建,13,187000,10000,187000,187000,1DK,30.19,東京メトロ半蔵門線,歩2分
4331,サンウッドフラッツ神田神保町,賃貸マンション,東京都千代田区神田神保町２,東京メトロ半蔵門線/神保町駅 歩2分,0,地下1地上14階建,12,240000,10000,480000,240000,1LDK,41.54,東京メトロ半蔵門線,歩2分
4332,サンウッドフラッツ神田神保町,賃貸マンション,東京都千代田区神田神保町２,東京メトロ半蔵門線/神保町駅 歩2分,0,地下1地上14階建,13,240000,10000,240000,240000,1LDK,41.54,東京メトロ半蔵門線,歩2分
4359,ＪＲ中央線 御茶ノ水駅 13階建 築8年,賃貸マンション,東京都千代田区神田猿楽町１,ＪＲ中央線/御茶ノ水駅 歩8分,8,13階建,4,117000,10000,117000,117000,1DK,24.54,ＪＲ中央線,歩8分
4360,ＪＲ中央線 御茶ノ水駅 13階建 築8年,賃貸マンション,東京都千代田区神田猿楽町１,ＪＲ中央線/御茶ノ水駅 歩8分,8,13階建,4,119000,10000,119000,119000,1DK,24.54,ＪＲ中央線,歩8分
4361,ＪＲ中央線 御茶ノ水駅 13階建 築8年,賃貸マンション,東京都千代田区神田猿楽町１,ＪＲ中央線/御茶ノ水駅 歩8分,8,13階建,6,175000,15000,175000,262500,2DK,40.18,ＪＲ中央線,歩8分
4368,都営新宿線 市ケ谷駅 9階建 築9年,賃貸マンション,東京都千代田区九段北４,都営新宿線/市ケ谷駅 歩2分,9,9階建,7,225000,9000,225000,450000,1LDK,51.81,都営新宿線,歩2分
4386,プラウド千代田淡路町,賃貸マンション,東京都千代田区神田須田町１,東京メトロ丸ノ内線/淡路町駅 歩2分,8,地下1地上13階建,7,190000,10000,0,190000,1LDK,44.73,東京メトロ丸ノ内線,歩2分
4389,東神田プレイス,賃貸マンション,東京都千代田区東神田２,都営新宿線/岩本町駅 歩5分,0,12階建,8,86000,10000,0,0,ワンルーム,16.46,都営新宿線,歩5分
4390,東神田プレイス,賃貸マンション,東京都千代田区東神田２,都営新宿線/岩本町駅 歩5分,0,12階建,10,202000,10000,0,0,1LDK,49.16,都営新宿線,歩5分
4391,東神田プレイス,賃貸マンション,東京都千代田区東神田２,都営新宿線/岩本町駅 歩5分,0,12階建,10,205000,10000,0,0,1LDK,49.16,都営新宿線,歩5分
4392,東神田プレイス,賃貸マンション,東京都千代田区東神田２,都営新宿線/岩本町駅 歩5分,0,12階建,12,206000,10000,0,0,1LDK,49.16,都営新宿線,歩5分
4401,ＪＲ山手線 秋葉原駅 10階建 築21年,賃貸マンション,東京都千代田区神田須田町２,ＪＲ山手線/秋葉原駅 歩6分,21,10階建,7,92000,6000,0,92000,1K,23.01,ＪＲ山手線,歩6分
4402,ＪＲ山手線 秋葉原駅 10階建 築21年,賃貸マンション,東京都千代田区神田須田町２,ＪＲ山手線/秋葉原駅 歩6分,21,10階建,9,220000,10000,220000,220000,1LDK,64.16,ＪＲ山手線,歩6分
4407,東京メトロ有楽町線 麹町駅 地下1地上3階建 築24年,賃貸一戸建て,東京都千代田区二番町,東京メトロ有楽町線/麹町駅 歩5分,24,地下1地上3階建,1,2600000,0,5200000,2600000,5LDK,414.63,東京メトロ有楽町線,歩5分
4410,東京メトロ半蔵門線 九段下駅 14階建 築13年,賃貸マンション,東京都千代田区神田神保町３,東京メトロ半蔵門線/九段下駅 歩3分,13,14階建,3,94000,18000,0,94000,1K,22.24,東京メトロ半蔵門線,歩3分
4413,東京メトロ丸ノ内線 大手町駅 地下1地上13階建 築5年,賃貸マンション,東京都千代田区内神田１,東京メトロ丸ノ内線/大手町駅 歩5分,5,地下1地上13階建,13,310000,20000,310000,310000,1LDK,53.27,東京メトロ丸ノ内線,歩5分
4420,ルネ神田和泉町,賃貸マンション,東京都千代田区神田和泉町,ＪＲ山手線/秋葉原駅 歩5分,11,12階建,11,188000,0,376000,188000,1LDK,43.76,ＪＲ山手線,歩5分
4425,カスタリア新御茶ノ水,賃貸マンション,東京都千代田区神田淡路町２,東京メトロ丸ノ内線/淡路町駅 歩2分,20,10階建,4,146000,10000,146000,146000,1DK,35.4,東京メトロ丸ノ内線,歩2分
